hazle	hazles,hazel
hiver	hive,-er
ferroviário	ferroviario,-ário,ferrovia,ferroviaire
debility	debilitas,de-,habilis,debilité,debilis,débilité,debylite
orexin	ὄρεξις,-in
chronobiology	biology,chrono-
autorickshaw	rickshaw,auto-
armourer	armurier,armurer
preachiness	preachy,-ness
smarten	smart,-en
noradrenergic	anxiety,more,most,neurotransmitters,norepinephrine,noradrenaline,neurobiologic,noradrenerg
lechery	lecherie,lecher
holanda	h-prothesis,olanda
uvea	anatomy,ciliary body,vascular tunic,uveas,uveal,uveal tract,vascular,iris,葡萄膜,uveal layer,choroid,uveitis,uveal coat
ventrolateral	lateral,ventro-
arbuscular	arbuscle,-ar
gusuku	romaji,ぐすく
mercaptan	mercurius,captans
tapis	tappetium,tapiz,ταπήτιον,τάπης
mofo	mo fo,mo-fo,mo' fo
pipedream	pipedreams,pipe dream
transferability	-ability,transfer
sciurus	σκιά,σκίουρος,οὐρά
bengalensis	benghalensis,bengaliensis
rainfed	fed,rain
sanyasi	sanyasis,sannyasa
porkpie	porkpies,pork pie
nước	đác,nác,ᱫᱟᱜ,đak,dâk,ទឹក,râk,dak
barfi	burfee,borfee,burfi
ciccio	honey,cicci,sugar
aglianico	red wine,grape,aglianichi
embroiderer	embroider,-er
macchiato	macula,macchiato,caffè macchiato,maculatus,maculé
mandatum	dative case,vocative case,mandate,nominative case,genitive case,accusative case,mandatis,ablative case,law,mandat,order,maundy,mandati,command,mandata,mandatorum,mandé,mandato,mandare
carbonite	-ite,carbon
downloader	download,-er
allograft	graft,allo-
gyo	ギョ,romaji,ぎょ
seedeater	eater,seed
laigh	laigheann,laighte,laighfidh,luigh
maceira	maciñeira,mazaira
cockaded	cockade,-ed
oare	vallë,volo,vult,ori
lastras	lastrar,tú
mạnh	猛,mãnh
anchal	anchals,अञ्चल,zone,administrative
nebulos	nebulosus,nebuloso,neguros,nébuleux
buu	buuata,boo
roomie	room,-ie
fractiousness	fractious,-ness
technophobe	-phobe,techno-
frightfest	-fest,fright
logline	line,log
middle-sized	middle,sized,medium,size
jō	jōdō,aiki-jō,bō,jōs,jōjutsu
hova	homosexual,two-spirit,person,queer
linac	accelerator,linear
turtur	coo,cooing
redcedar	red cedar,redcedars
spiraea	spiraeas,spirea
catulus	canis,haðna,cadla
tell-all	withheld,book,everything,tell,magazine,reveal,tell all,all,tell-alls
multi-tasking	tasking,multitasking,multi
entheogenic	-ic,entheogen
fortitudo	fortis,-tudo
faujdar	फ़ौजदार,دار,فوج,فوج‌دار
gorget	gorgete,gorge
aberrational	aberration,-al
aldona	additional,supplementary,aldonan,aldonajn,aldonaj
monospecific	specific,mono-
uel	ueil,ialz
pianura	piano,llanura
dve	ද්වෙ,𑀤𑁆𑀯𑁂,ทฺเว,ဒွေ,ទ្វេ,द्वे,ᨴ᩠ᩅᩮ,দ্ৱে
even-handed	even,handed,more,most,impartial,unbiased,fair,even-handedness
goen	gen,gan
solor	silly,ἱλάσκομαι,sels,sælig,𐍃𐌴𐌻𐍃
manek	ulay,necklace
co-existing	coexisting,coëxisting
strongbox	box,strong
blackstrap	black,strap,stroop
ferrocyanide	ferro-,cyanide
theologia	θεός,θεολόγος,-λογία,θεό-,θεολογία
educação	educatio,educar,-ção
akua	tuhan,atua
superclub	super-,club
mitter	habera,es,tuck,habeva,mittente,esserea,haberea,essera,mitteva,ha,mittite,mitte,essite,esseva,mitterea,mittera,mitter,sia
wnc	nearness,wnc,proximity
midship	ship,mid-
swidden	svíða,sviðna,swithen,sviðinn
azeotrope	ζέειν,α-,τρόπος
keratoconus	cone,conus,kerato-
ilala	palm,tree,ilalas
clip-on	on,clip-on necktie,clip,clip-on tie
hoarder	hordere,-er,horder,hoard
neuroma	-oma,neuro-
ejaculatory	-ory,ejaculate
objectify	object,-ify
œuvre	œuvres,oeuvre
protohistoric	historic,proto-
sluggo	flaccid,genitals,-o,slug,bulge
green-winged	green,green-winged macaw,green-winged teal,wing
milkfish	fish,milk
aviatrix	-rix,aviator
atua	tuhan,akua,atua
translucence	translucent,translucences,translucency
wainscot	wagon,partition,wagen,waynscot,schot,wagenschot
overdraw	over-,draw
inspiratory	more,most,inspiratorio,inspiratore,inspiration
datapoint	datapoints,data point
mesosphere	-sphere,meso-
verres	verre,vers,vair,verts,vairs,vert
revetment	revestir,revestiment,revestire,re-,revêtir,revêtement,vestire
ōkami	オオカミ,romaji,おおかみ
frippery	fripper,fripier,friperie
sphingomyelin	tissue,biochemistry,nerve,sphingosine,sphingomyelins,choline,phospholipid
szkoła	σχολή,schola
arrestee	arrest,-ee
blackcap	cap,black
pyx	pyxis,πυξίς
recommender	recommend,-er
dictums	dictum,dicta
engenharia	engineering,engenharias
amylose	amalós,starch,amyloses,amilosio,amylopectin,biochemistry,amilose,glucose,amilosa,polymer,मांडधु,amylos,amilozo,amylase
earthward	earth,-ward
leaf-shaped	almond-shaped,bell-shaped,shaped,mushroom-shaped,top-shaped,banana-shaped,needle-shaped,more,most,wedge-shaped,cross-shaped,shape,egg-shaped,ring-shaped,hourglass-shaped,spindle-shaped,funnelshaped,leaf,pear-shaped,brickshaped,heart-shaped,domeshaped,rod-shaped,cup-shaped
marcan	ellos,ellas,marcar,ustedes
setpiece	setpieces,set piece
brott	burt,away,off
oceanology	ocean,-ology
renmei	romaji,れんめい
damson	damascenum,prunum
gaar	yare,garo,gaer
mictlan	hell,miqui,-tlan
lante	-e,lanta
woodlark	lark,wood
grumbly	grumble,-y
textil	texo,textilis
nonconsensual	consensual,non-
folderol	falderal,fol-de-rol,fol de rol
proia	proias,poxa
affectless	-less,affect
reptar	habera,repta,reptate,habeva,reptante,haberea,ha,reptara,crawl,reptarea,reptava,creep,reptar
cheerio	cheer,cheery,-o
sleekness	sleek,-ness
nieva	él,usted,nevar,tú,ella
unsay	un-,say
ingi	mengi,vingi,many,wengi,mingi,wingi,kingi,much,nyingi,chache,kwingi,a lot,jingi,mwingi,pengi
sentir	sentire,sentio
malaki	ma-,laki
rajaa	ajaa,raja,vajaa,majaa,pajaa
forcast	forcasted,forcasten,for-,reject,cast,forcasts,förkasta,cast away,forcasting
radnik	rad,-nik
gurab	b’,gura
malandrino	schlendern,mal
ballhandler	ball,handler
secretase	secrete,-ase
actualmente	-mente,actual
beatitude	beatitudo,béatitude,beatus
amoeboid	amœboid,ameboid
circumlunar	circum-,lunar
anti-art	anti-,art
almond-shaped	almond,shaped
maius	magnus,maior
c&nw	plosive,o,s,v,b,t,h,u,г,voiceless,l,ƈ,ȼ,ĉ,a,m,r,e,p,n,ɕ,ｃ,y,z,palatal,ϲ,ḉ,x,ć,d,č,c,ch,𐌂,𐤂,i,ç,ג,с,ċ,g,q,ſ,w,ᴄ,c̄,k,f,ʗ,j
perseid	perseids,zoology
indispensability	indispensable,indispensabilities
accentual	-ual,accent
plimsoll	plimsol,plimsole
adaptively	adaptive,-ly
+17	seventeen,16,18
forn	forn,fore,foran
azan	ezan,azans,call to prayer,adhan,athan,iqamat,بانگ,aazaan,अज़ान,azan,hazzan,أذان
drachmae	drachma,drachmas
ecclesiasticus	ἐκκλησιαστικός,ἐκκλησία
gastrin	γαστήρ,-in
cachexia	κακός,ἔχω,καχεξία
comedically	comedic,-ally
בן	בנים,בן זוג,בן גיל,בן דוד,בר,בן מלך,בניכם,בנך,בנייך,בן תערובת,בן תרבות,given name,בנם,בניי,הבנים,בן תמותה,בנימין,guy,בניהן,בן רגע,בן זונה,בן אדם,בת,בן הזמן,בניה,בני,age,בן פורת יוסף,בנו,ב־ן,בניכן,בן בליעל,בן לילה,הבן,son,aged,בן תורה,בן בית,בן טובים,בן זקונים,boy,בננו,בניו,ילדים,בן ברית,בר קימא,בניהם,בנכם,בנן,descendant,בני ישראל,בר דעת,בנכן,בן חורין,בניך,בנינו,בנה,child,בן ערבה
female-to-male	male,gender reassignment,gender identity,to,female,male-to-female,change,gender
meio	ὀμείχω,míga,miśo,mingo,मेहति
dehiscence	dehiscentia,dehisce,dehiscentem,dehiscere
polycythemia	polycythaemia,polycythæmia
drawing-room	room,drawing,drawing room,drawing-rooms
cordwainer	cordewainer,cordewaner,cordoan,cordovan
carbon-neutral	more,neodrach ó thaobh carbóin de,most,absorb,carbon dioxide,produce,carbon,neutral
millionairess	millionaire,-ess
masu	masu,masus
hillclimbing	hill climbing,hill-climbing
immiscible	im-,miscible
nationalmuseum	museum,national
religiousness	religious,-ness
mukha	𑀫𑀼𑀔,মুখ,มุข,ᨾᩩᨡ,मुख,မုခ,මුඛ,មុខ
scatology	-ology,σκῶρ
dynein	enzyme,power,motive,biochemistry,microtubule,motile,hydrolyze,dyneins
virial	virium,virialization,virials,vis,virialize
sealion	sea lion,webcomic
mirthless	-less,mirth
reinfection	re-,infection
mocambo	refuge,mocambos,shanty
nonvolatile	non-,volatile
grumpiness	grumpy,-ness
democrazia	δημοκρατία,democratia
non-target	non-targets,nontarget
vivero	vivo,vivarium
neuroscientific	scientific,neuro-
skus	skuse,skusech,occlusion,okluze,skusů,skusem,skusu,skusům,skusy
atarot	atart,lai
biomonitoring	monitoring,bio-
talin	cytoskeletal,biochemistry,protein,talins
shootist	-ist,shoot
anote	ela,anotar,você,ele,eu
get-rich-quick	rich,gullible,quick,profit,pejorative,get
embeddable	-able,embed
water-skiing	water skiing,water,skiing
crinoid	-oid,κρίνον
tristate	state,tri-
mefloquine	malaria,antimalarial
baltz	fake,sly,cunning,baltzar
hyperhidrosis	ἱδρώς,hyper-
dieldrin	organic chemistry,dieldrina,dieldrín,persistent organic pollutant,aldrin,dieldrine,cyclodiene,dieldrins,insecticide,dieldrin,dieldrino
coalmining	mining,coal
medrese	medreses,madrasah
paysage	paesaggio,-age,paisagem,pays,paisaje,paisatge
sargento	sergent,sergant,𐌔𐌄𐌓𐌅𐌉,serviens,sergient,sergeant,𐌔𐌄𐌓𐌅𐌄,serjant,servus,servio
resurge	re-,surge
pasu	footstep,pasos,step,pace,pass
pigeonholes	hole,pigeon,pigeonhole
multichoice	choice,multi-
inrush	in-,rush
reengage	re-engage,reengages,reengaging,reengaged
gaydar	gay,radar
licenciatura	licenciaturas,secondary education,primary education,licença
lizza	lizzatura,sled,lists,quarry,stone,lizze,track,lizzare
cranch	cranches,craunch,cranching,cranched
brou	brodio,brouet,breu,bródio,brodo
vivienda	vivenda,vivo
delectably	delectable,-ly
nimt	nimme,takes
prudishness	prudish,-ness
pokora	pokorný,humility
demaine	demesne,domane,demeine,domaine
shimo	romaji,しも
kilim	khilim,kelim
strnad	yellowhammer,bunting
operculate	operculare,operculatus,operculum
longneck	long,neck
harrowingly	harrowing,-ly
embo	book,omambo
struct	keyword,descendant,structure,programming language
sluis	exclusa,sluse,sluice,excludo,slusa,exclusus,sclusa
hillsman	-s-,hill,-man
flightline	flight line,flightlines
goodwillie	goodwillies,goodwilly
degener	de-,genus
nawi	naalöyö',nawosa,nahui,naiki
radiothon	-thon,radio
creuset	creux,croisuel
bizen	býsn,𐌱𐌿𐍃𐌽𐍃,bysen,busns
hube	yo,haber
walkathon	walk,-athon
affiliative	afiliativo,promote,cohesion,social
zestful	zest,-ful
eldercare	elder,care
cambra	càmera,camera,chambra,cambra,καμάρα
splotchy	splotch,-y
shant	shants,shanty,pint,drink,shack
moonsault	moon,sault
cuya	cuia,cuyas
dulic	-ic,dulia
recopilar	recopílelas,recopila,recopilamos,recopilándote,recopilémosla,recopilándolas,recopilaron,recopilaríamos,recopilándoos,recopilaremos,recopilarlos,recopilémoos,recopiladme,recopílenme,recopiladla,recopilando,tú,recopilemos,voseo,recopilándolos,recopilaos,recopilareis,recopilado,recopílelos,recopilémoslas,recopilémonos,recopilares,recopílales,recopilada,recopilo,recopilémosles,recopilándose,recopilaré,recopiladnos,recopilados,recopilarle,recopilaríais,recopilarán,recaudar,recopilaba,recopilarían,recopilases,recopilémosle,recopilaréis,recopílala,recopiladas,recopílalo,recopiladlas,recopilándonos,recopilarlo,recopilabais,recopilarías,coleccionar,recopiladles,recopílate,recopiláis,recopilaros,recopilémoste,recopilaras,recopiláremos,recopilarse,recopíleles,recopiles,recopiló,recopílela,recopilarlas,recopilen,recopiléis,recopilásemos,recopílenos,recopílennos,recopilábamos,recopilándome,recopílenla,recopilándola,recopile,recopilara,recopilémoslo,recopilasen,recopilé,recopilarles,recopilaste,recopílenlo,recopilarme,recopílame,recopílale,recopilar,recopilaban,recopilá,recopilas,recopílenles,recopílele,recopílenlas,recopilará,recopiladle,recopílelo,recopíleme,recopilabas,recopiladlos,recopilándolo,recopílalos,compile,recopilarnos,recopiláramos,recopilase,recopílese,recopiladlo,recopílenle,recopilarais,recopilándoles,recopilasteis,recopílense,recopilare,recopilarás,recopilan,recopílenlos,recopilaran,recopilarla,recopilarte,recopílalas,recopilaseis,recopilás,recopilaría,recopilad,recopilémoslos,recopílanos,recopilés,recopilándole,recopilaren
monist	monists,monista,monism
hamal	hamaul,hammal
bioaccumulation	bio-,accumulation
hyperpolarization	polarization,hyper-
ponens	dative case,accusative case,ablative case,ponant,ponentis,poente,punenti,ponente,nominative case,ponentia,ponentibus,genitive case,pono,vocative case,ponen,ponenti,ponent,ponentem,ponentes,ponentium,poniente
epistola	ἐπιστολή,epistola
murena	murenoihin,murenien,murenoita,murenoitten,murenalla,murenain,murenoina,murenilla,murenalta,murenoille,murenista,murenaan,murenassa,murenina,murenoja,murene,murenoilta,murenoilla,murenoin,murenaksi,murenoiksi,murenasta,murenia,murenalle,murenan,murenilta,murenoiden,murenineen,murenoineen,murenissa,murenin,murenat,mureniksi,muren,murenojen,murenille,murenana,murenoitta,murenitta,murenaa,crumb,murenoista,murenatta,murenoissa,mureniin
premaxillary	maxillary,pre-
acylation	-ation,acyl
equipartition	equi-,partition
dehydrogenation	hydrogenation,de-
incorrupt	corrupt,in-
enfranchise	franchir,en-,enfranchir
várzea	planície,floodplain,várzeas,planície de inundação,geography,vereda,vargem,plain
anah	anaaʼ,war,enmity,discord
mirv	military,mirvs,mirved,mirving
heterozygote	hetero-,zygote
anally	-ly,anal
photic	-ic,photo-
reconvert	re-,convert
melodramatically	melodramatic,-ally
fleuve	fiume,flot,fluive,flóð,flumen,fleuve,flüm,fluet,fluns,fluvius,flume,flum,fluie,flueve
sub-category	subcategory,category,sub-,sub-categories
morphologic	-ic,morphology
porin	-in,pore
leam	leem,leme
hizzoner	his,honor
rear-guard	guard,rear,rearguard,resistance,avant-guard,politics
toqui	toki,toqui
co-occurrence	cooccurrence,coöccurrence
antiroll	anti-,roll
bungler	bungle,-er
multicandidate	multi-,candidate
intranasal	intra-,nasal
tom-tom	drum,drum kit,onomatopoeia,snare,tom-toms
unfed	fed,un-
perimenopause	menopause,peri-
médecin	meie,mire,medicus,mege,meide
paree	él,parear,yo,usted,ella
freia	ela,frear,você,tu,ele
caseless	-less,case
vestryman	-man,vestry
promiscuously	promiscuous,-ly
bewitch	witch,be-,bewicchen
yelm	straw,yelms,thatch,bundle
király	крал,краљ,kralj
shell-shocked	shell shocked,shellshocked
dramaturgical	-ical,dramaturgy
underbid	under-,bid
nephrite	λίθος,νεφριτικός,lapis nephriticus
banko	bank,banca
ikke	ik',ikk'
leukemic	-ic,leukemia
non-threatening	threat,niet-bedreigend,more,most,threaten,unthreatening,non-,niet-bedreigende
voluntariness	voluntary,-ness
intergeneric	inter-,generic
uncalculated	calculated,un-
fatwah	fatwa,fatwahs
emulsify	emulsified,whakaehu,emulsifies,emulsifier,emulsifying,emulsionar,emulsion,γαλακτωματοποιώ,emulsar,de-emulsify,emulgeren,emulsionare
houri	حوری,houri,حورية,حوري,حور
libéré	libérées,libérer,libérés,libérée
overstimulation	over-,stimulation
bero	warm,calid,hot,heat
litang	dislodged,pried,loose
isothiocyanate	isothiocyanic acid,allyl isothiocyanate,hypothetical,isomeric,isothiocyanates,radical,ester,thiocyanate,mustard oil,salt,chemistry,anion
ysu	estar,ithid
directe	directus,dret
sartorially	sartorial,-ly
spath	spaths,peace lily
incontrovertibly	incontrovertible,-ly
mozote	colorado,burío,jolocín blanco,majagua azul,majagua,jonote,mozotes,corcho
demurrage	demur,demorari,demure,demorer,-age,demorage
bilo	shell,coconut,alcohol,bilos
taan	تان,तान
enum	keyword,descendant,programming language,enumeration
nakama	romaji,なかま
unframed	framed,frame
corazones	corazón,baraja,naipe,diamantes,picas,♣,hearts,palo,♦,♠,tréboles,♥
milfoil	mille-feuille,milfoil,mille,millefolium,folium
outpoint	out-,point
rimrock	rock,rim
bronzer	-er,bronze
obliviously	oblivious,-ly
sweetbox	box,sweet
perko	πέρκη,περκνός,perca
samen	soms,tezamen,verzamelen,tsamen,samen,gezamenlijk,te,saman,tesamen,sommige
ponderously	ponderous,-ly
dominador	dominating,dominadores,dominadora,dominadoras,domineering
sayang	cinta,love,kasih,sweetheart,darling
pravastatin	statin,heart attack,cholesterol
advis	advisum,avis
refreeze	re-,freeze
takuto	romaji,タクト
korin	korins,red-fronted gazelle,gazelle
buchen	buchner,buchenem,buchener,buchenes,buchnen,beechen,buchenen,buchne,buchnes,buchene,buchnem,-en
cok	weathercock,weathervane,heraldic,cooke,rooster,cokkes,coke,cocc,cocke,cok,cokke,comb,cuck,kok,coc,wedercok,crest,cock
tyrannulet	tyrant flycatcher,tyrannulets
waltzer	-er,waltz
freecycle	free,recycle
facelock	recognition,clamp,head,security,protocol,headlock,facelocks,face
funnest	funner,fun
osea	osear,él,usted,tú,ella
júbilo	gáudio,júbilos,êxtase,bliss
flatboat	flat,boat
theophoric	name,deity
alembic	limbeck,alembick
twice-yearly	semi-annual,twice,yearly,biannual
chivo	chibo,chèvre
anthropocentric	-centric,anthropo-
mariculture	culture,mare
diversely	diverse,-ly
diastole	διά,στέλλω,διαστολή
copyrightable	copyright,-able
palmitate	-ate,palmitic
leafcutter	cutter,leaf
commun	comun,communis
homiletic	more,homiletics,most,homily,preachy
longirostris	rostrum,longus
concealable	conceal,-able
accretionary	-ary,accretion
orkester	orkesterenes,nominative case,orkesters,genitive case,orkesterene,orkesterets,orkestret,orkesteret,orkestres,orkestre,orkestrets,orchestra
crystallinity	crystalline,-ity
begone	be,gone
dsdna	dsDNA,dsdnas
outrightly	outright,-ly
extirpate	stirps,ex-,exstirpo
precedential	-ial,precedent
synchronizer	-er,synchronize
heterozygosity	heterozygous,-ity
monohydrate	hydrate,mono-
whicker	wicker,wine-whine merger
oses	sugar,-ose,sucrose,glucose,lactose,fructose
implosive	implosion,more,most
antu	hantu,aitu,hanitu
webserver	web server,webservers
abasi	currency,abasis,rupee
sikka	søkkva,sjunka
tibialis	anatomy,tibiales,tibialis anterior,tibialis posterior,tibia,muscle
cansino	cansina,cansinos,cansinas,tiring
créole	criollo,criar,cria,creo,crioulo
imprudently	imprudent,-ly
fosco	fusque,hosco,fosco,fuscus,fusco,fosc
gliadin	gluten,wheat,toxic,gliadins,reaction,protein,glutelin,glutin
embolus	embolus,ἔμβολος
witchfinder	witch,finder
allopathic	allo-,-pathic
slipperiness	slippery,-ness
ratel	raat,ratel
eyer	eye,-er
dungun	dongun,donjon,dongon,dungon,dungeon
wangsa	bangsa,वंश
muzyka	music,muzykologia,muzyki,muzyczny,muzykalny,muzyk,muzyce,muzyką,muzyko,muzyczka,muzykę,muzykant,muzycznie
catalogus	κατάλογος,catalogus
